,class,order,family,species,AaM,log.AaM,longevity,juvSurv,juvMort,adMort,svl,birth.svl,repmode,Terr,AdTerr,na_count,IF
18195,Actinopterygii,Characiformes,Characidae,Pseudocheirodon terrabae,NA,NA,NA,NA,NA,NA,5.05,NA,0,0,0,7,0
18196,Actinopterygii,Characiformes,Characidae,Odontostilbe dialeptura,NA,NA,NA,NA,NA,NA,3.43,NA,0,0,0,7,0
18197,Actinopterygii,Characiformes,Characidae,Acestrocephalus sardina,NA,NA,NA,NA,NA,NA,13.5,NA,0,0,0,7,0
18198,Actinopterygii,Characiformes,Characidae,Deuterodon stigmaturus,NA,NA,NA,NA,NA,NA,10.7,NA,0,0,0,7,0
18199,Actinopterygii,Characiformes,Characidae,Roeboides biserialis,NA,NA,NA,NA,NA,NA,4.8,NA,0,0,0,7,0
18200,Actinopterygii,Characiformes,Characidae,Gephyrocharax chaparae,NA,NA,3,NA,NA,NA,4.75,NA,0,0,0,6,0
18201,Actinopterygii,Characiformes,Characidae,Hemigrammus mahnerti,NA,NA,NA,NA,NA,NA,2.75,NA,0,0,0,7,0
18202,Actinopterygii,Characiformes,Characidae,Hollandichthys multifasciatus,3.5,1.252762968,NA,NA,NA,0.222222222,9.64,NA,0,0,0,4,0
18203,Actinopterygii,Characiformes,Characidae,Hyphessobrycon maculicauda,NA,NA,NA,NA,NA,NA,4.3,NA,0,0,0,7,0
18204,Actinopterygii,Characiformes,Characidae,Hyphessobrycon melasemeion,NA,NA,NA,NA,NA,NA,3.88,NA,0,0,0,7,0
18205,Actinopterygii,Characiformes,Characidae,Hyphessobrycon meridionalis,NA,NA,NA,NA,NA,NA,5,NA,0,0,0,7,0
18206,Actinopterygii,Characiformes,Characidae,Hyphessobrycon pytai,NA,NA,NA,NA,NA,NA,3.8,NA,0,0,0,7,0
18207,Actinopterygii,Characiformes,Characidae,Hypobrycon leptorhynchus,NA,NA,NA,NA,NA,NA,4.76,NA,0,0,0,7,0
18208,Actinopterygii,Characiformes,Characidae,Knodus mizquae,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18209,Actinopterygii,Characiformes,Characidae,Macropsobrycon uruguayanae,NA,NA,NA,NA,NA,NA,4.6,NA,0,0,0,7,0
18210,Actinopterygii,Characiformes,Characidae,Markiana nigripinnis,NA,NA,NA,NA,NA,NA,10.4,NA,0,0,0,7,0
18211,Actinopterygii,Characiformes,Serrasalmidae,Metynnis mola,NA,NA,NA,NA,NA,NA,15,NA,0,0,0,7,0
18212,Actinopterygii,Characiformes,Characidae,Microgenys weyrauchi,NA,NA,NA,NA,NA,NA,2.8,NA,0,0,0,7,0
18213,Actinopterygii,Characiformes,Characidae,Moenkhausia lata,NA,NA,NA,NA,NA,NA,8,NA,0,0,0,7,0
18214,Actinopterygii,Characiformes,Characidae,Moenkhausia gracilima,NA,NA,NA,NA,NA,NA,5.9,NA,0,0,0,7,0
18215,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus paraschomburgkii,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
18216,Actinopterygii,Characiformes,Serrasalmidae,Myloplus arnoldi,NA,NA,NA,NA,NA,NA,33,NA,0,0,0,7,0
18217,Actinopterygii,Characiformes,Characidae,Serrapinnus notomelas,NA,NA,NA,NA,NA,NA,3.56,NA,0,0,0,7,0
18218,Actinopterygii,Characiformes,Characidae,Serrapinnus kriegi,NA,NA,NA,NA,NA,NA,2.36,NA,0,0,0,7,0
18219,Actinopterygii,Characiformes,Characidae,Heterocheirodon yatai,NA,NA,NA,NA,NA,NA,4.18,NA,0,0,0,7,0
18220,Actinopterygii,Characiformes,Characidae,Oligosarcus argenteus,NA,NA,NA,NA,NA,NA,10.5,NA,0,0,0,7,0
18221,Actinopterygii,Characiformes,Characidae,Oligosarcus bolivianus,NA,NA,NA,NA,NA,NA,14.7,NA,0,0,0,7,0
18222,Actinopterygii,Characiformes,Characidae,Oligosarcus menezesi,NA,NA,NA,NA,NA,NA,13.8,NA,0,0,0,7,0
18223,Actinopterygii,Characiformes,Characidae,Orthospinus franciscensis,NA,NA,NA,NA,NA,NA,7.4,NA,0,0,0,7,0
18224,Actinopterygii,Characiformes,Characidae,Mimagoniates microlepis,NA,NA,33,NA,NA,NA,6.11,NA,0,0,0,6,0
18225,Actinopterygii,Characiformes,Characidae,Poptella paraguayensis,NA,NA,NA,NA,NA,NA,10.2,NA,0,0,0,7,0
18226,Actinopterygii,Characiformes,Characidae,Prodontocharax howesi,NA,NA,NA,NA,NA,NA,4.17,NA,0,0,0,7,0
18227,Actinopterygii,Characiformes,Characidae,Psellogrammus kennedyi,NA,NA,NA,NA,NA,NA,5.9,NA,0,0,0,7,0
18228,Actinopterygii,Characiformes,Characidae,Pterobrycon myrnae,NA,NA,4,NA,NA,NA,3.9,NA,0,0,0,6,0
18229,Actinopterygii,Characiformes,Characidae,Roeboides xenodon,NA,NA,NA,NA,NA,NA,8.2,NA,0,0,0,7,0
18230,Actinopterygii,Characiformes,Characidae,Roeboides prognathus,NA,NA,NA,NA,NA,NA,18.5,NA,0,0,0,7,0
18231,Actinopterygii,Characiformes,Characidae,Roeboides ilseae,NA,NA,NA,NA,NA,NA,7.6,NA,0,0,0,7,0
18232,Actinopterygii,Characiformes,Acestrorhynchidae,Roestes ogilviei,NA,NA,NA,NA,NA,NA,18.7,NA,0,0,0,7,0
18233,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus nigricans,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18234,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus manueli,NA,NA,NA,NA,NA,NA,36,NA,0,0,0,7,0
18235,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus geryi,NA,NA,NA,NA,NA,NA,18.1,NA,0,0,0,7,0
18236,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus neveriensis,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
18237,Actinopterygii,Characiformes,Characidae,Spintherobolus broccae,NA,NA,NA,NA,NA,NA,2.56,NA,0,0,0,7,0
18238,Actinopterygii,Characiformes,Characidae,Stethaprion crenatum,NA,NA,NA,NA,NA,NA,8.5,NA,0,0,0,7,0
18239,Actinopterygii,Characiformes,Serrasalmidae,Utiaritichthys sennaebragai,NA,NA,NA,NA,NA,NA,32.2,NA,0,0,0,7,0
18240,Actinopterygii,Characiformes,Serrasalmidae,Utiaritichthys longidorsalis,NA,NA,NA,NA,NA,NA,20.3,NA,0,0,0,7,0
18241,Actinopterygii,Characiformes,Characidae,Xenurobrycon macropus,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,7,0
18242,Actinopterygii,Characiformes,Characidae,Xenurobrycon polyancistrus,NA,NA,NA,NA,NA,NA,1.44,NA,0,0,0,7,0
18243,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus eigenmanni,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
18244,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus medinai,NA,NA,NA,NA,NA,NA,14.8,NA,0,0,0,7,0
18245,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus nalseni,NA,NA,NA,NA,NA,NA,12.6,NA,0,0,0,7,0
18246,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus irritans,NA,NA,NA,NA,NA,NA,13.8,NA,0,0,0,7,0
18247,Actinopterygii,Characiformes,Characidae,Thrissobrycon pectinifer,NA,NA,NA,NA,NA,NA,3.02,NA,0,0,0,7,0
18248,Actinopterygii,Perciformes,Cichlidae,Chindongo demasoni,NA,NA,NA,NA,NA,NA,6.34,NA,0,0,0,7,0
18249,Actinopterygii,Characiformes,Characidae,Aphyocharacidium bolivianum,NA,NA,NA,NA,NA,NA,3.38,NA,0,0,0,7,0
18250,Actinopterygii,Characiformes,Characidae,Microschemobrycon melanotus,NA,NA,NA,NA,NA,NA,4.3,NA,0,0,0,7,0
18251,Actinopterygii,Characiformes,Characidae,Astyanax trierythropterus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18252,Actinopterygii,Characiformes,Characidae,Aphyocheirodon hemigrammus,NA,NA,NA,NA,NA,NA,4.8,NA,0,0,0,7,0
18253,Actinopterygii,Characiformes,Characidae,Astyanax atratoensis,NA,NA,NA,NA,NA,NA,10.34,NA,0,0,0,7,0
18254,Actinopterygii,Characiformes,Characidae,Astyanax bourgeti,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18255,Actinopterygii,Characiformes,Characidae,Astyanax goyacensis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18256,Actinopterygii,Characiformes,Characidae,Astyanax gracilior,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18257,Actinopterygii,Characiformes,Characidae,Astyanax guaporensis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18258,Actinopterygii,Characiformes,Characidae,Astyanax multidens,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18259,Actinopterygii,Characiformes,Characidae,Astyanax paranahybae,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18260,Actinopterygii,Characiformes,Characidae,Deuterodon potaroensis,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,7,0
18261,Actinopterygii,Characiformes,Characidae,Astyanax nicaraguensis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18262,Actinopterygii,Characiformes,Characidae,Astyanax symmetricus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18263,Actinopterygii,Characiformes,Characidae,Axelrodia lindeae,NA,NA,NA,NA,NA,NA,2.06,NA,0,0,0,7,0
18264,Actinopterygii,Characiformes,Characidae,Astyanax baileyi,NA,NA,NA,NA,NA,NA,6.85,NA,0,0,0,7,0
18265,Actinopterygii,Characiformes,Characidae,Bryconamericus motatanensis,NA,NA,NA,NA,NA,NA,4.7,NA,0,0,0,7,0
18266,Actinopterygii,Characiformes,Characidae,Argopleura chocoensis,NA,NA,NA,NA,NA,NA,5.28,NA,0,0,0,7,0
18267,Actinopterygii,Characiformes,Characidae,Argopleura conventus,NA,NA,NA,NA,NA,NA,3.6,NA,0,0,0,7,0
18268,Actinopterygii,Characiformes,Characidae,Argopleura diquensis,NA,NA,NA,NA,NA,NA,4.69,NA,0,0,0,7,0
18269,Actinopterygii,Characiformes,Characidae,Argopleura magdalenensis,NA,NA,NA,NA,NA,NA,5.3,NA,0,0,0,7,0
18270,Actinopterygii,Characiformes,Characidae,Hemibrycon dentatus,NA,NA,NA,NA,NA,NA,11.8,NA,0,0,0,7,0
18271,Actinopterygii,Characiformes,Characidae,Hemibrycon boquiae,NA,NA,NA,NA,NA,NA,4.8,NA,0,0,0,7,0
18272,Actinopterygii,Characiformes,Characidae,Serrapinnus microdon,NA,NA,NA,NA,NA,NA,4.2,NA,0,0,0,7,0
18273,Actinopterygii,Characiformes,Characidae,Charax macrolepis,NA,NA,NA,NA,NA,NA,9.5,NA,0,0,0,7,0
18274,Actinopterygii,Characiformes,Characidae,Parastremma sadina,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
18275,Actinopterygii,Characiformes,Characidae,Moenkhausia hasemani,NA,NA,NA,NA,NA,NA,4.5,NA,0,0,0,7,0
18276,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus gamberur,NA,NA,NA,NA,NA,NA,37,NA,0,0,0,7,0
18277,Actinopterygii,Characiformes,Characidae,Creagrutus gephyrus,NA,NA,NA,NA,NA,NA,6.5,NA,0,0,0,7,0
18278,Actinopterygii,Characiformes,Characidae,Creagrutus paraguayensis,NA,NA,NA,NA,NA,NA,5.8,NA,0,0,0,7,0
18279,Actinopterygii,Characiformes,Characidae,Compsura heterura,NA,NA,NA,NA,NA,NA,3.8,NA,0,0,0,7,0
18280,Actinopterygii,Characiformes,Acestrorhynchidae,Roestes molossus,NA,NA,NA,NA,NA,NA,21.6,NA,0,0,0,7,0
18281,Actinopterygii,Characiformes,Characidae,Hyphessobrycon catableptus,NA,NA,NA,NA,NA,NA,1.8,NA,0,0,0,7,0
18282,Actinopterygii,Characiformes,Characidae,Genycharax tarpon,NA,NA,NA,NA,NA,NA,17.4,NA,0,0,0,7,0
18283,Actinopterygii,Characiformes,Characidae,Gephyrocharax chocoensis,NA,NA,NA,NA,NA,NA,5.16,NA,0,0,0,7,0
18284,Actinopterygii,Characiformes,Characidae,Gephyrocharax intermedius,NA,NA,NA,NA,NA,NA,4.42,NA,0,0,0,7,0
18285,Actinopterygii,Characiformes,Characidae,Gephyrocharax whaleri,NA,NA,NA,NA,NA,NA,4.88,NA,0,0,0,7,0
18286,Actinopterygii,Characiformes,Characidae,Hemibrycon orcesi,NA,NA,NA,NA,NA,NA,5,NA,0,0,0,7,0
18287,Actinopterygii,Characiformes,Characidae,Hemigrammus matei,NA,NA,NA,NA,NA,NA,4.3,NA,0,0,0,7,0
18288,Actinopterygii,Characiformes,Characidae,Hemigrammus tridens,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,7,0
18289,Actinopterygii,Characiformes,Characidae,Hyphessobrycon igneus,NA,NA,NA,NA,NA,NA,4.17,NA,0,0,0,7,0
18290,Actinopterygii,Characiformes,Characidae,Glandulocauda melanopleura,NA,NA,NA,NA,NA,NA,5.5,NA,0,0,0,7,0
18291,Actinopterygii,Characiformes,Characidae,Iotabrycon praecox,NA,NA,NA,NA,NA,NA,2.18,NA,0,0,0,7,0
18292,Actinopterygii,Characiformes,Characidae,Landonia latidens,NA,NA,NA,NA,NA,NA,4.21,NA,0,0,0,7,0
18293,Actinopterygii,Characiformes,Characidae,Leptobrycon jatuaranae,NA,NA,NA,NA,NA,NA,2.9,NA,0,0,0,7,0
18294,Actinopterygii,Characiformes,Characidae,Stichonodon insignis,NA,NA,NA,NA,NA,NA,8,NA,0,0,0,7,0
18295,Actinopterygii,Characiformes,Characidae,Moenkhausia affinis,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,7,0
18296,Actinopterygii,Characiformes,Characidae,Monotocheirodon pearsoni,NA,NA,NA,NA,NA,NA,4.4,NA,0,0,0,7,0
18297,Actinopterygii,Characiformes,Serrasalmidae,Myleus micans,NA,NA,NA,NA,NA,NA,27.6,NA,0,0,0,7,0
18298,Actinopterygii,Characiformes,Serrasalmidae,Myleus knerii,NA,NA,NA,NA,NA,NA,12.1,NA,0,0,0,7,0
18299,Actinopterygii,Characiformes,Serrasalmidae,Myloplus tiete,NA,NA,NA,NA,NA,NA,16.3,NA,0,0,0,7,0
18300,Actinopterygii,Characiformes,Characidae,Odontostoechus lethostigmus,NA,NA,NA,NA,NA,NA,6.65,NA,0,0,0,7,0
18301,Actinopterygii,Characiformes,Characidae,Oligobrycon microstomus,NA,NA,NA,NA,NA,NA,3.9,NA,0,0,0,7,0
18302,Actinopterygii,Characiformes,Characidae,Parastremma album,4,1.386294361,NA,NA,NA,0.2,9.5,NA,0,0,0,4,0
18303,Actinopterygii,Characiformes,Characidae,Parastremma pulchrum,NA,NA,NA,NA,NA,NA,10,NA,0,0,0,7,0
18304,Actinopterygii,Characiformes,Characidae,Piabarchus analis,NA,NA,NA,NA,NA,NA,4.9,NA,0,0,0,7,0
18305,Actinopterygii,Characiformes,Characidae,Planaltina myersi,NA,NA,NA,NA,NA,NA,4.6,NA,0,0,0,7,0
18306,Actinopterygii,Characiformes,Crenuchidae,Poecilocharax bovalii,NA,NA,NA,NA,NA,NA,4.7,NA,0,0,0,7,0
18307,Actinopterygii,Characiformes,Characidae,Probolodus heterostomus,NA,NA,NA,NA,NA,NA,9.25,NA,0,0,0,7,0
18308,Actinopterygii,Characiformes,Characidae,Pseudochalceus lineatus,NA,NA,NA,NA,NA,NA,7.5,NA,0,0,0,7,0
18309,Actinopterygii,Characiformes,Characidae,Pseudochalceus kyburzi,NA,NA,NA,NA,NA,NA,7.8,NA,0,0,0,7,0
18310,Actinopterygii,Characiformes,Characidae,Pterobrycon landoni,NA,NA,NA,NA,NA,NA,2.51,NA,0,0,0,7,0
18311,Actinopterygii,Characiformes,Characidae,Rachoviscus crassiceps,NA,NA,NA,NA,NA,NA,3.85,NA,0,0,0,7,0
18312,Actinopterygii,Characiformes,Characidae,Rhoadsia minor,NA,NA,NA,NA,NA,NA,10.4,NA,0,0,0,7,0
18313,Actinopterygii,Characiformes,Characidae,Saccoderma robusta,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18314,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon aureus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18315,Actinopterygii,Characiformes,Characidae,Schultzites axelrodi,NA,NA,NA,NA,NA,NA,3.4,NA,0,0,0,7,0
18316,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus hollandi,NA,NA,NA,NA,NA,NA,18.5,NA,0,0,0,7,0
18317,Actinopterygii,Characiformes,Characidae,Astyanax filiferus,NA,NA,NA,NA,NA,NA,8.46,NA,0,0,0,7,0
18318,Actinopterygii,Characiformes,Characidae,Pseudochalceus longianalis,NA,NA,NA,NA,NA,NA,7.85,NA,0,0,0,7,0
18319,Actinopterygii,Characiformes,Characidae,Cheirodon ibicuhiensis,NA,NA,NA,NA,NA,NA,4.19,NA,0,0,0,7,0
18320,Actinopterygii,Siluriformes,Loricariidae,Ancistrus lineolatus,NA,NA,NA,NA,NA,NA,9,NA,0,0,0,7,0
18321,Actinopterygii,Siluriformes,Loricariidae,Aphanotorulus ammophilus,NA,NA,NA,NA,NA,NA,16.1,NA,0,0,0,7,0
18322,Actinopterygii,Siluriformes,Loricariidae,Cordylancistrus perijae,NA,NA,NA,NA,NA,NA,12.73,NA,0,0,0,7,0
18323,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus centralis,NA,NA,NA,NA,NA,NA,7.5,NA,0,0,0,7,0
18324,Actinopterygii,Siluriformes,Loricariidae,Farlowella taphorni,NA,NA,NA,NA,NA,NA,13.5,NA,0,0,0,7,0
18325,Actinopterygii,Siluriformes,Loricariidae,Farlowella odontotumulus,NA,NA,NA,NA,NA,NA,17.5,NA,0,0,0,7,0
18326,Actinopterygii,Siluriformes,Loricariidae,Farlowella isbruckeri,NA,NA,NA,NA,NA,NA,13.4,NA,0,0,0,7,0
18327,Actinopterygii,Siluriformes,Loricariidae,Farlowella paraguayensis,NA,NA,NA,NA,NA,NA,17.5,NA,0,0,0,7,0
18328,Actinopterygii,Siluriformes,Loricariidae,Farlowella platorynchus,NA,NA,NA,NA,NA,NA,19.4,NA,0,0,0,7,0
18329,Actinopterygii,Siluriformes,Loricariidae,Farlowella colombiensis,NA,NA,NA,NA,NA,NA,16,NA,0,0,0,7,0
18330,Actinopterygii,Siluriformes,Loricariidae,Pareiorhaphis vestigipinnis,NA,NA,NA,NA,NA,NA,9.8,NA,0,0,0,7,0
18331,Actinopterygii,Siluriformes,Loricariidae,Hypostomus luteus,NA,NA,NA,NA,NA,NA,40.5,NA,0,0,0,7,0
18332,Actinopterygii,Siluriformes,Loricariidae,Hypostomus isbrueckeri,NA,NA,NA,NA,NA,NA,24.6,NA,0,0,0,7,0
18333,Actinopterygii,Siluriformes,Loricariidae,Hypostomus uruguayensis,NA,NA,NA,NA,NA,NA,34.5,NA,0,0,0,7,0
18334,Actinopterygii,Siluriformes,Loricariidae,Hypostomus roseopunctatus,NA,NA,NA,NA,NA,NA,23.3,NA,0,0,0,7,0
18335,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes humensis,NA,NA,NA,NA,NA,NA,19.82,NA,0,0,0,7,0
18336,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes mirinensis,NA,NA,NA,NA,NA,NA,14.84,NA,0,0,0,7,0
18337,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia colei,NA,NA,NA,NA,NA,NA,4.2,NA,0,0,0,7,0
18338,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinella pallida,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18339,Actinopterygii,Siluriformes,Loricariidae,Dolichancistrus fuesslii,NA,NA,NA,NA,NA,NA,13.1,NA,0,0,0,7,0
18340,Actinopterygii,Siluriformes,Loricariidae,Pseudancistrus longispinis,NA,NA,NA,NA,NA,NA,10.4,NA,0,0,0,7,0
18341,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia clarkhubbsi,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18342,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinella schultzi,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18343,Actinopterygii,Siluriformes,Loricariidae,Otocinclus mura,NA,NA,NA,NA,NA,NA,3.6,NA,0,0,0,7,0
18344,Actinopterygii,Siluriformes,Loricariidae,Otocinclus huaorani,NA,NA,NA,NA,NA,NA,3.2,NA,0,0,0,7,0
18345,Actinopterygii,Siluriformes,Loricariidae,Otocinclus caxarari,NA,NA,NA,NA,NA,NA,2.6,NA,0,0,0,7,0
18346,Actinopterygii,Siluriformes,Loricariidae,Otocinclus bororo,NA,NA,NA,NA,NA,NA,3.1,NA,0,0,0,7,0
18347,Actinopterygii,Siluriformes,Loricariidae,Otocinclus xakriaba,NA,NA,NA,NA,NA,NA,3.1,NA,0,0,0,7,0
18348,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus cesarpintoi,NA,NA,NA,NA,NA,NA,3.966,NA,0,0,0,7,0
18349,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus erythrorinchus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18350,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus mexicanus,NA,NA,NA,NA,NA,NA,17.3,NA,0,0,0,7,0
18351,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus haroldoi,NA,NA,NA,NA,NA,NA,3.485,NA,0,0,0,7,0
18352,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus meeki,NA,NA,NA,NA,NA,NA,20.9,NA,0,0,0,7,0
18353,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus eppleyi,NA,NA,NA,NA,NA,NA,2.98,NA,0,0,0,7,0
18354,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus roberti hildebrandi,NA,NA,NA,NA,NA,NA,18.6,NA,0,0,0,7,0
18355,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys oculofrenum,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18356,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys kymosemeum,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18357,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria pentamaculata,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18358,Actinopterygii,Siluriformes,Loricariidae,Scobinancistrus pariolispos,NA,NA,NA,NA,NA,NA,27,NA,0,0,0,7,0
18359,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne punctata,NA,NA,NA,NA,NA,NA,15.8,NA,0,0,0,7,0
18360,Actinopterygii,Siluriformes,Loricariidae,Sturisoma caquetae,NA,NA,NA,NA,NA,NA,19.3,NA,0,0,0,7,0
18361,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne amazonica,NA,NA,NA,NA,NA,NA,9.3,NA,0,0,0,7,0
18362,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne megalops,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18363,Actinopterygii,Siluriformes,Loricariidae,Apistoloricaria laani,NA,NA,NA,NA,NA,NA,13,NA,0,0,0,7,0
18364,Actinopterygii,Siluriformes,Loricariidae,Apistoloricaria listrorhinos,NA,NA,NA,NA,NA,NA,13.6,NA,0,0,0,7,0
18365,Actinopterygii,Siluriformes,Loricariidae,Apistoloricaria ommation,NA,NA,NA,NA,NA,NA,9.8,NA,0,0,0,7,0
18366,Actinopterygii,Siluriformes,Loricariidae,Dekeyseria amazonica,NA,NA,NA,NA,NA,NA,17.8,NA,0,0,0,7,0
18367,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne montevidensis,NA,NA,NA,NA,NA,NA,14.4,NA,0,0,0,7,0
18368,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys scrophus,NA,NA,NA,NA,NA,NA,27.5,NA,0,0,0,7,0
18369,Actinopterygii,Batrachoidiformes,Batrachoididae,Daector quadrizonatus,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
18370,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus zebra,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,7,0
18371,Actinopterygii,Batrachoidiformes,Batrachoididae,Triathalassothia argentina,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,7,0
18372,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus aripuanensis,NA,NA,NA,NA,NA,NA,2.09,NA,0,0,0,7,0
18373,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus longirostris,NA,NA,NA,NA,NA,NA,2.65,NA,0,0,0,7,0
18374,Actinopterygii,Batrachoidiformes,Batrachoididae,Batrachoides goldmani,NA,NA,NA,NA,NA,NA,21.6,NA,0,0,0,7,0
18375,Actinopterygii,Siluriformes,Loricariidae,Nannoptopoma sternoptychum,NA,NA,NA,NA,NA,NA,3.3,NA,0,0,0,7,0
18376,Actinopterygii,Siluriformes,Loricariidae,Neoplecostomus ribeirensis,NA,NA,NA,NA,NA,NA,9,NA,0,0,0,7,0
18377,Actinopterygii,Siluriformes,Loricariidae,Neoplecostomus espiritosantensis,NA,NA,NA,NA,NA,NA,10.3,NA,0,0,0,7,0
18378,Actinopterygii,Siluriformes,Loricariidae,Neoplecostomus paranensis,NA,NA,NA,NA,NA,NA,9.3,NA,0,0,0,7,0
18379,Actinopterygii,Siluriformes,Loricariidae,Neoplecostomus variipictus,NA,NA,NA,NA,NA,NA,9.02,NA,0,0,0,7,0
18380,Actinopterygii,Batrachoidiformes,Batrachoididae,Potamobatrachus trispinosus,NA,NA,NA,NA,NA,NA,5,NA,0,0,0,7,0
18381,Actinopterygii,Siluriformes,Loricariidae,Ancistrus piriformis,NA,NA,NA,NA,NA,NA,8.3,NA,0,0,0,7,0
18382,Actinopterygii,Siluriformes,Loricariidae,Ancistrus pirareta,NA,NA,NA,NA,NA,NA,15.6,NA,0,0,0,7,0
18383,Actinopterygii,Batrachoidiformes,Batrachoididae,Amphichthys rubigenis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18384,Actinopterygii,Batrachoidiformes,Batrachoididae,Vladichthys gloverensis,NA,NA,NA,NA,NA,NA,5.6,NA,0,0,0,7,0
18385,Actinopterygii,Siluriformes,Loricariidae,Leporacanthicus triactis,NA,NA,NA,NA,NA,NA,24.7,NA,0,0,0,7,0
18386,Actinopterygii,Siluriformes,Loricariidae,Lithoxus boujardi,NA,NA,NA,NA,NA,NA,6.25,NA,0,0,0,7,0
18387,Actinopterygii,Siluriformes,Loricariidae,Lithoxus stocki,NA,NA,NA,NA,NA,NA,6.6,NA,0,0,0,7,0
18388,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma melanoccus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18389,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus fulvus,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
18390,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus amniculus,NA,NA,3,NA,NA,NA,5.5,NA,0,0,0,6,0
18391,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus fistularis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0
