id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS,Ped,"ref for ped (if animaldiversity.org, can just put 1)",Terr,AdTerr,IF,repmode,age_at_metamorphosis,age_at_metamorphosis_ref
Anf6668,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia albiceps,1,1,1,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6669,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia grandis,1,1,1,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6670,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia iyob,1,1,1,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6671,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia rabei,1,1,1,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6672,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia supernumeraria,1,1,1,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6673,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia taylori,1,1,1,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6674,Gymnophiona,Caeciliidae,Microcaecilia,Microcaecilia unicolor,1,1,1,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6677,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia bassleri,1,1,1,NA,NA,NA,NA,975,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6678,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia elongata,1,1,1,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6679,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia equatorialis,1,1,1,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6680,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia hypereumeces,1,1,1,NA,NA,NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6681,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia koepckeorum,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6682,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia ochrocephala,1,1,1,NA,NA,NA,NA,617,NA,NA,NA,4,15,1,2,5,NA,NA,NA,NA,,,0,1,1,,,
Anf6683,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia osae,1,1,1,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6684,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia polyzona,1,1,1,NA,NA,NA,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6685,Gymnophiona,Caeciliidae,Oscaecilia,Oscaecilia zweifeli,1,1,1,NA,NA,NA,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6686,Gymnophiona,Caeciliidae,Parvicaecilia,Parvicaecilia nicefori,1,1,1,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6687,Gymnophiona,Caeciliidae,Parvicaecilia,Parvicaecilia pricei,1,1,1,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6688,Gymnophiona,Caeciliidae,Praslinia,Praslinia cooperi,1,1,1,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6689,Gymnophiona,Caeciliidae,Schistometopum,Schistometopum gregorii,1,1,1,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6690,Gymnophiona,Caeciliidae,Schistometopum,Schistometopum thomense,1,1,1,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,,,0,1,1,,,
Anf6696,Gymnophiona,Caeciliidae,Sylvacaecilia,Sylvacaecilia grandisonae,1,1,1,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6697,Gymnophiona,Caeciliidae,Crotaphatrema,Crotaphatrema bornmuelleri,1,1,1,NA,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6698,Gymnophiona,Caeciliidae,Crotaphatrema,Crotaphatrema lamottei,1,1,1,NA,NA,NA,NA,318,196,262,NA,NA,NA,NA,2,2,NA,NA,NA,NA,,,0,1,1,,,
Anf6699,Gymnophiona,Caeciliidae,Crotaphatrema,Crotaphatrema tchabalmbaboensis,1,1,1,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6700,Gymnophiona,Caeciliidae,Scolecomorphus,Scolecomorphus kirkii,1,1,1,NA,NA,NA,NA,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6701,Gymnophiona,Caeciliidae,Scolecomorphus,Scolecomorphus uluguruensis,1,1,1,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6713,Gymnophiona,Caeciliidae,Potamotyphlus,Potamotyphlus kaupii,1,1,1,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6716,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia asplenia,1,1,1,NA,NA,NA,NA,236,NA,NA,NA,16,16,NA,5.8,7.1,NA,NA,NA,NA;actually considered as Ichthyophis asplenius according to Nishikawa et al. 2012,,,0,1,1,,,
Anf6717,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia larutensis,1,1,1,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;actually considered as Ichthyophis larutensis according to Nishikawa et al. 2012,,,0,1,1,,,
Anf6718,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia nigroflava,1,1,1,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;actually considered as Ichthyophis nigroflavus according to Nishikawa et al. 2012,,,0,1,1,,,
Anf6719,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia paucidentula,1,1,1,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;actually considered as Ichthyophis paucidentulus according to Nishikawa et al. 2012,,,0,1,1,,,
Anf6720,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia weberi,1,1,1,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6721,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis acuminatus,1,1,1,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6722,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis alfredi,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6723,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis atricollaris,1,1,1,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6725,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis beddomei,1,1,1,NA,NA,NA,NA,275,NA,NA,NA,6,29,1,1.2,7.5,NA,NA,NA,NA,,,0,1,1,,,
Anf6726,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis bernisi,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6727,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis biangularis,1,1,1,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6728,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis billitonensis,1,1,1,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6729,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis bombayensis,1,1,1,NA,NA,NA,NA,591,NA,NA,NA,78,144,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6730,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis daribokensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6731,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis dulitensis,1,1,1,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6732,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis elongatus,1,1,1,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6733,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis garoensis,1,1,1,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6734,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis glandulosus,1,1,1,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6736,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis humphreyi,1,1,1,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6737,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis husaini,1,1,1,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6738,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis hypocyaneus,1,1,1,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,,,0,1,1,,,
Anf6739,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis javanicus,1,1,1,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6740,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis khumhzi,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6741,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis kodaguensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6742,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis kohtaoensis,1,1,1,NA,99.5,2,4,471,281,281,7.3,22,58,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6743,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis laosensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6744,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis longicephalus,1,1,1,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6745,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis mindanaoensis,1,1,1,NA,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6746,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis monochrous,1,1,1,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6747,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis moustakius,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6748,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis nokrekensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6750,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis paucisulcus,1,1,1,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6752,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis sendenyu,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6753,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis sikkimensis,1,1,1,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6754,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis singaporensis,1,1,1,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6755,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis sumatranus,1,1,1,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6756,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis supachaii,1,1,1,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6757,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis tricolor,1,1,1,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6758,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis youngorum,1,1,1,NA,NA,2,2,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6759,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus gansi,1,1,1,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6760,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus interruptus,1,1,1,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6761,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus malabaricus,1,1,1,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6762,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus menoni,1,1,1,NA,NA,NA,NA,248,NA,NA,NA,4,15,NA,4,7,NA,NA,NA,NA,,,0,1,1,,,
Anf6763,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus narayani,1,1,1,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6764,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus oommeni,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6765,Gymnophiona,Ichthyophiidae,Uraeotyphlus,Uraeotyphlus oxyurus,1,1,1,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6775,Gymnophiona,Rhinatrematidae,Rhinatrema,Rhinatrema ron,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf6776,Gymnophiona,Rhinatrematidae,Rhinatrema,Rhinatrema shiv,1,1,1,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,1,,,
Anf0016,Anura,Aromobatidae,Allobates,Allobates algorei,NA,1,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0020,Anura,Aromobatidae,Allobates,Allobates caribe,NA,1,1,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0031,Anura,Aromobatidae,Allobates,Allobates hodli,NA,1,1,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0046,Anura,Aromobatidae,Allobates,Allobates paleovarzensis,NA,1,NA,NA,NA,NA,NA,22.4,NA,NA,NA,9,47,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0066,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus confusus,NA,NA,1,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0071,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus megacephalus,NA,1,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0072,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus moffetti,NA,1,1,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0083,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus verbeeksnyderorum,NA,1,NA,NA,NA,0.3,0.5,22.3,NA,NA,5,3,7,1,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0109,Anura,Aromobatidae,Mannophryne,Mannophryne orellana,NA,1,1,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0111,Anura,Aromobatidae,Mannophryne,Mannophryne speeri,NA,1,1,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0114,Anura,Aromobatidae,Mannophryne,Mannophryne urticans,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0116,Anura,Aromobatidae,Mannophryne,Mannophryne vulcano,NA,1,1,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0121,Anura,Arthroleptina,Arthroleptis,Arthroleptis aureoli,NA,1,1,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0122,Anura,Arthroleptina,Arthroleptis,Arthroleptis bioko,NA,1,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0127,Anura,Arthroleptina,Arthroleptis,Arthroleptis fichika,NA,1,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0130,Anura,Arthroleptina,Arthroleptis,Arthroleptis kidogo,NA,1,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0131,Anura,Arthroleptina,Arthroleptis,Arthroleptis krokosua,NA,1,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0133,Anura,Arthroleptina,Arthroleptis,Arthroleptis langeri,NA,1,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0136,Anura,Arthroleptina,Arthroleptis,Arthroleptis nguruensis,NA,1,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0139,Anura,Arthroleptina,Arthroleptis,Arthroleptis nlonakoensis,NA,1,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0140,Anura,Arthroleptina,Arthroleptis,Arthroleptis palava,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0141,Anura,Arthroleptina,Arthroleptis,Arthroleptis perreti,NA,1,NA,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0180,Anura,Arthroleptina,Cardioglossa,Cardioglossa manengouba,NA,1,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0183,Anura,Arthroleptina,Cardioglossa,Cardioglossa occidentalis,NA,1,NA,NA,NA,NA,NA,34.8,NA,NA,NA,33,33,NA,2.8,2.8,NA,NA,NA,NA,0,,0,1,0,,,
Anf0210,Anura,Arthroleptina,Leptopelis,Leptopelis aubryioides,NA,NA,1,1,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0221,Anura,Arthroleptina,Leptopelis,Leptopelis crystallinoron,NA,NA,NA,1,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0258,Anura,Bombinatorina,Barbourula,Barbourula busuangensis,1,NA,NA,NA,NA,NA,NA,85.3,NA,NA,NA,78,78,1,5.9,5.9,NA,NA,NA,NA,0,,0,1,0,,,
Anf0259,Anura,Bombinatorina,Barbourula,Barbourula kalimantanensis,1,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0267,Anura,Brachycephalidae,Brachycephalus,Brachycephalus atelopoide,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0269,Anura,Brachycephalidae,Brachycephalus,Brachycephalus bufonoides,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0273,Anura,Brachycephalidae,Brachycephalus,Brachycephalus garbeanus,NA,1,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0278,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pitanga,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0280,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pulex,NA,1,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0281,Anura,Brachycephalidae,Brachycephalus,Brachycephalus toby,NA,1,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0285,Anura,Brachycephalidae,Ischnocnema,Ischnocnema concolor,NA,1,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0291,Anura,Brachycephalidae,Ischnocnema,Ischnocnema henselii,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0298,Anura,Brachycephalidae,Ischnocnema,Ischnocnema melanopygia,NA,1,NA,NA,NA,NA,NA,23.3,NA,NA,NA,12,12,NA,2,2,NA,NA,NA,NA,0,,0,1,0,,,
Anf0306,Anura,Brachycephalidae,Ischnocnema,Ischnocnema penaxavantinho,NA,1,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0312,Anura,Brachycephalidae,Ischnocnema,Ischnocnema surda,NA,1,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0316,Anura,Brachycephalidae,Ischnocnema,Ischnocnema vizottoi,NA,1,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0333,Anura,Brevicipitidae,Callulina,Callulina dawida,NA,1,NA,1,NA,NA,NA,50,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0334,Anura,Brevicipitidae,Callulina,Callulina hanseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0335,Anura,Brevicipitidae,Callulina,Callulina kanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0338,Anura,Brevicipitidae,Callulina,Callulina laphami,NA,1,NA,NA,NA,NA,NA,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0339,Anura,Brevicipitidae,Callulina,Callulina shengena,NA,NA,NA,1,NA,NA,NA,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0340,Anura,Brevicipitidae,Callulina,Callulina stanleyi,NA,NA,NA,1,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,1,0,,,
Anf0376,Anura,Bufonidae,Amietophrynus,Amietophrynus mauritanicus,NA,1,1,NA,NA,NA,NA,150,NA,NA,NA,10000,10000,NA,1.5,1.7,NA,NA,NA,NA,0,,0,1,0,,,
