,order,class,family,species,AaM,log.AaM,adMort,svl,repmode,juvTerr,birth.svl,longevity,juvSurv,juvMort,AdTerr,mass,birth.mass,RCM,IPB,reloff
1,Anura,Amphibia,Allophrynidae,Allophryne resplendens,NA,NA,NA,28.4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2,Anura,Amphibia,Allophrynidae,Allophryne ruthveni,NA,NA,NA,31,0,0,NA,NA,NA,NA,1,31,NA,NA,NA,NA
3,Anura,Amphibia,Allophrynidae (3),,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Anura,Amphibia,Alsodidae (26),,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anura,Amphibia,Alytidae,Alytes cisternasii,2,0.693147181,0.333333333,50,0,0,3.05,6,0.000520833,8.560080465,1,6.1,NA,0.02723772,0.0625,0.000226981
6,Anura,Amphibia,Alytidae,Alytes dickhilleni,2,0.693147181,0.333333333,55,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7,Anura,Amphibia,Alytidae,Alytes maurus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
8,Anura,Amphibia,Alytidae,Alytes muletensis,3,1.098612289,0.25,40,0,0,6.2,NA,NA,NA,1,2.31,NA,0.050272313,NA,0.003723875
9,Anura,Amphibia,Alytidae,Alytes obstetricans,2.5,0.916290732,0.285714286,55,0,0,3.8,7,0.000496032,8.608870629,1,13.4,NA,0.036938627,0.055555556,0.000329809
10,Anura,Amphibia,Alytidae,Discoglossus galganoi,4,1.386294361,0.2,80,0,0,1.75,9,3.70E-05,11.20359214,1,21.8,NA,0.009420776,0.033333333,1.05E-05
11,Anura,Amphibia,Alytidae,Discoglossus jeanneae,NA,NA,NA,60,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
12,Anura,Amphibia,Alytidae,Discoglossus montalentii,NA,NA,NA,65,0,0,1.5,NA,NA,NA,1,NA,NA,0.012289486,NA,1.23E-05
13,Anura,Amphibia,Alytidae,Discoglossus nigriventer,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
14,Anura,Amphibia,Alytidae,Discoglossus pictus,4,1.386294361,0.2,80,0,0,1.25,NA,NA,NA,1,22.05,NA,0.00289917,NA,3.81E-06
15,Anura,Amphibia,Alytidae,Discoglossus sardus,3,1.098612289,0.25,70,0,0,1.25,NA,NA,NA,1,NA,NA,0.005694242,NA,5.69E-06
16,Anura,Amphibia,Alytidae,Discoglossus scovazzi,NA,NA,NA,70,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
17,Anura,Amphibia,Alytidae,obstetricans,2,0.693147181,0.333333333,50,0,1,NA,18,0.0003125,9.070906089,NA,NA,NA,NA,NA,NA
18,Anura,Amphibia,Aromobatidae,Allobates alessandroi,NA,NA,NA,22,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
19,Anura,Amphibia,Aromobatidae,Allobates algorei,NA,NA,NA,19.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
20,Anura,Amphibia,Aromobatidae,Allobates bromelicola,NA,NA,NA,20.1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
21,Anura,Amphibia,Aromobatidae,Allobates brunneus,NA,NA,NA,24,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
22,Anura,Amphibia,Aromobatidae,Allobates caeruleodactylus,NA,NA,NA,16.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
23,Anura,Amphibia,Aromobatidae,Allobates caribe,NA,NA,NA,20.8,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
24,Anura,Amphibia,Aromobatidae,Allobates cepedai,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
25,Anura,Amphibia,Aromobatidae,Allobates chalcopis,NA,NA,NA,18.4,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
26,Anura,Amphibia,Aromobatidae,Allobates conspicuus,NA,NA,NA,19.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
27,Anura,Amphibia,Aromobatidae,Allobates crombiei,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
28,Anura,Amphibia,Aromobatidae,Allobates femoralis,0.8,-0.223143551,0.555555556,36,0,0,1.8,6,0.000572344,8.465769786,1,4.1,NA,0.0035,0.016025641,0.000125
29,Anura,Amphibia,Aromobatidae,Allobates fratisenescus,NA,NA,NA,21.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
30,Anura,Amphibia,Aromobatidae,Allobates fuscellus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
31,Anura,Amphibia,Aromobatidae,Allobates gasconi,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
32,Anura,Amphibia,Aromobatidae,Allobates goianus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
33,Anura,Amphibia,Aromobatidae,Allobates granti,NA,NA,NA,18.4,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
34,Anura,Amphibia,Aromobatidae,Allobates hodli,NA,NA,NA,28.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
35,Anura,Amphibia,Aromobatidae,Allobates humilis,NA,NA,NA,21.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
36,Anura,Amphibia,Aromobatidae,Allobates insperatus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
37,Anura,Amphibia,Aromobatidae,Allobates juanii,NA,NA,NA,24.3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
38,Anura,Amphibia,Aromobatidae,Allobates kingsburyi,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
39,Anura,Amphibia,Aromobatidae,Allobates mandelorum,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
40,Anura,Amphibia,Aromobatidae,Allobates marchesianus,NA,NA,NA,18,0,0,1.75,NA,NA,NA,1,NA,NA,0.018379201,NA,0.00091896
41,Anura,Amphibia,Aromobatidae,Allobates masniger,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
42,Anura,Amphibia,Aromobatidae,Allobates mcdiarmidi,NA,NA,NA,24.3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
43,Anura,Amphibia,Aromobatidae,Allobates melanolaemus,NA,NA,NA,23.6,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
44,Anura,Amphibia,Aromobatidae,Allobates myersi,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
45,Anura,Amphibia,Aromobatidae,Allobates nidicola,NA,NA,NA,21.4,1,1,2.4,NA,NA,NA,1,NA,NA,0.005642251,NA,0.001410563
46,Anura,Amphibia,Aromobatidae,Allobates niputidea,NA,NA,NA,18,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
47,Anura,Amphibia,Aromobatidae,Allobates olfersioides,NA,NA,NA,19,0,0,1.5,NA,NA,NA,1,NA,NA,0.005412597,NA,0.000492054
48,Anura,Amphibia,Aromobatidae,Allobates ornatus,NA,NA,NA,18.4,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
49,Anura,Amphibia,Aromobatidae,Allobates paleovarzensis,NA,NA,NA,22.4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
50,Anura,Amphibia,Aromobatidae,Allobates picachos,NA,NA,NA,18.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
51,Anura,Amphibia,Aromobatidae,Allobates pittieri,NA,NA,NA,18.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
52,Anura,Amphibia,Aromobatidae,Allobates ranoides,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
53,Anura,Amphibia,Aromobatidae,Allobates rufulus,NA,NA,NA,23.4,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
54,Anura,Amphibia,Aromobatidae,Allobates sanmartini,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
55,Anura,Amphibia,Aromobatidae,Allobates spumaponens,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
56,Anura,Amphibia,Aromobatidae,Allobates subfolionidificans,NA,NA,NA,18.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
57,Anura,Amphibia,Aromobatidae,Allobates sumtuosus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
58,Anura,Amphibia,Aromobatidae,Allobates talamancae,1,0,0.5,25,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
59,Anura,Amphibia,Aromobatidae,Allobates trilineatus,NA,NA,NA,19,0,0,NA,NA,NA,NA,1,0.54,NA,NA,NA,NA
60,Anura,Amphibia,Aromobatidae,Allobates undulatus,NA,NA,NA,25,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
61,Anura,Amphibia,Aromobatidae,Allobates vanzolinius,NA,NA,NA,22.9,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
62,Anura,Amphibia,Aromobatidae,Allobates wayuu,NA,NA,NA,19.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
63,Anura,Amphibia,Aromobatidae,Allobates zaparo,0.9,-0.105360516,0.526315789,31,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
64,Anura,Amphibia,Aromobatidae,Anomaloglossus atopoglossus,NA,NA,NA,25.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
65,Anura,Amphibia,Aromobatidae,Anomaloglossus ayarzaguenai,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
66,Anura,Amphibia,Aromobatidae,Anomaloglossus baeobatrachus,NA,NA,NA,18.6,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
67,Anura,Amphibia,Aromobatidae,Anomaloglossus beebei,0.45,-0.798507696,0.689655172,18.7,0,0,1.5,5,0.018315018,5.000033883,1,NA,NA,0.002064472,0.073260073,0.000516118
68,Anura,Amphibia,Aromobatidae,Anomaloglossus breweri,NA,NA,NA,23.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
69,Anura,Amphibia,Aromobatidae,Anomaloglossus confusus,NA,NA,NA,26,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
70,Anura,Amphibia,Aromobatidae,Anomaloglossus degranvillei,NA,NA,NA,16.1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
71,Anura,Amphibia,Aromobatidae,Anomaloglossus guanayensis,NA,NA,NA,23.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
72,Anura,Amphibia,Aromobatidae,Anomaloglossus kaiei,NA,NA,NA,19.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
73,Anura,Amphibia,Aromobatidae,Anomaloglossus lacrimosus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
74,Anura,Amphibia,Aromobatidae,Anomaloglossus leopardus,NA,NA,NA,18,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
75,Anura,Amphibia,Aromobatidae,Anomaloglossus megacephalus,NA,NA,NA,28.3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
76,Anura,Amphibia,Aromobatidae,Anomaloglossus moffetti,NA,NA,NA,26.9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
77,Anura,Amphibia,Aromobatidae,Anomaloglossus murisipanensis,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
78,Anura,Amphibia,Aromobatidae,Anomaloglossus parimae,NA,NA,NA,23.1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
79,Anura,Amphibia,Aromobatidae,Anomaloglossus parkerae,NA,NA,NA,24.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
80,Anura,Amphibia,Aromobatidae,Anomaloglossus praderioi,NA,NA,NA,22.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
81,Anura,Amphibia,Aromobatidae,Anomaloglossus roraima,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
82,Anura,Amphibia,Aromobatidae,Anomaloglossus shrevei,NA,NA,NA,21.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
83,Anura,Amphibia,Aromobatidae,Anomaloglossus stepheni,NA,NA,NA,18.24,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
84,Anura,Amphibia,Aromobatidae,Anomaloglossus tamacuarensis,NA,NA,NA,25,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
85,Anura,Amphibia,Aromobatidae,Anomaloglossus tepuyensis,NA,NA,NA,28,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
86,Anura,Amphibia,Aromobatidae,Anomaloglossus triunfo,NA,NA,NA,20,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
87,Anura,Amphibia,Aromobatidae,Anomaloglossus verbeeksnyderorum,0.4,-0.916290732,0.714285714,22.3,1,1,NA,5,0.043478261,4.135494216,1,NA,NA,NA,0.217391304,NA
88,Anura,Amphibia,Aromobatidae,Anomaloglossus wothuja,NA,NA,NA,22,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
89,Anura,Amphibia,Aromobatidae,Aromobates alboguttatus,NA,NA,NA,25,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
90,Anura,Amphibia,Aromobatidae,Aromobates cannatellai,NA,NA,NA,22.6,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
91,Anura,Amphibia,Aromobatidae,Aromobates capurinensis,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
92,Anura,Amphibia,Aromobatidae,Aromobates duranti,NA,NA,NA,30.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
93,Anura,Amphibia,Aromobatidae,Aromobates ericksonae,NA,NA,NA,21.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
94,Anura,Amphibia,Aromobatidae,Aromobates haydeeae,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
95,Anura,Amphibia,Aromobatidae,Aromobates leopardalis,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
96,Anura,Amphibia,Aromobatidae,Aromobates mayorgai,NA,NA,NA,25.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
97,Anura,Amphibia,Aromobatidae,Aromobates meridensis,NA,NA,NA,32.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
98,Anura,Amphibia,Aromobatidae,Aromobates molinarii,NA,NA,NA,30.3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
99,Anura,Amphibia,Aromobatidae,Aromobates nocturnus,NA,NA,NA,62,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
100,Anura,Amphibia,Aromobatidae,Aromobates ornatissimus,NA,NA,NA,25.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
101,Anura,Amphibia,Aromobatidae,Aromobates orostoma,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
102,Anura,Amphibia,Aromobatidae,Aromobates saltuensis,NA,NA,NA,26.9,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
103,Anura,Amphibia,Aromobatidae,Aromobates serranus,NA,NA,NA,28.6,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
104,Anura,Amphibia,Aromobatidae,Aromobates tokuko,NA,NA,NA,29.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
105,Anura,Amphibia,Aromobatidae,Aromobates walterarpi,NA,NA,NA,26.2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
106,Anura,Amphibia,Aromobatidae,Aromobates zippeli,NA,NA,NA,22,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
107,Anura,Amphibia,Aromobatidae,Mannophryne caquetio,NA,NA,NA,30.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
108,Anura,Amphibia,Aromobatidae,Mannophryne collaris,0.5,-0.693147181,0.666666667,27,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
109,Anura,Amphibia,Aromobatidae,Mannophryne cordilleriana,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
110,Anura,Amphibia,Aromobatidae,Mannophryne herminae,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
111,Anura,Amphibia,Aromobatidae,Mannophryne lamarcai,NA,NA,NA,30.8,0,0,2,NA,NA,NA,1,NA,NA,0.002738028,NA,0.000273803
112,Anura,Amphibia,Aromobatidae,Mannophryne larandina,NA,NA,NA,31,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
113,Anura,Amphibia,Aromobatidae,Mannophryne leonardoi,NA,NA,NA,24.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
114,Anura,Amphibia,Aromobatidae,Mannophryne neblina,NA,NA,NA,28.9,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
115,Anura,Amphibia,Aromobatidae,Mannophryne oblitterata,NA,NA,NA,35,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
116,Anura,Amphibia,Aromobatidae,Mannophryne olmonae,NA,NA,NA,12,0,0,NA,NA,NA,NA,1,28,NA,NA,NA,NA
117,Anura,Amphibia,Aromobatidae,Mannophryne orellana,NA,NA,NA,32.9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
118,Anura,Amphibia,Aromobatidae,Mannophryne riveroi,NA,NA,NA,46.2,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
119,Anura,Amphibia,Aromobatidae,Mannophryne speeri,NA,NA,NA,30.8,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
120,Anura,Amphibia,Aromobatidae,Mannophryne trinitatis,NA,NA,NA,29,0,0,NA,NA,NA,NA,1,20,NA,NA,NA,NA
121,Anura,Amphibia,Aromobatidae,Mannophryne trujillensis,NA,NA,NA,27.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
122,Anura,Amphibia,Aromobatidae,Mannophryne urticans,NA,NA,NA,30.8,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
123,Anura,Amphibia,Aromobatidae,Mannophryne venezuelensis,NA,NA,NA,24.7,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
124,Anura,Amphibia,Aromobatidae,Mannophryne vulcano,NA,NA,NA,23.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
125,Anura,Amphibia,Aromobatidae,Mannophryne yustizi,NA,NA,NA,30.6,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
126,Anura,Amphibia,Aromobatidae,Prostherapis dunni,NA,NA,NA,25.5,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
127,Anura,Amphibia,Aromobatidae,Rheobates palmatus,0.35,-1.049822124,0.740740741,39,0,0,3,NA,NA,NA,1,NA,NA,0.010696404,NA,0.000455166
128,Anura,Amphibia,Aromobatidae,Rheobates pseudopalmatus,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
129,Anura,Amphibia,Arthroleptidae,poecilonotus,0.25,-1.386294361,0.8,30,0,1,NA,1,0.016666667,5.094344562,NA,NA,NA,NA,NA,NA
130,Anura,Amphibia,Arthroleptidae,stenodactylus,2,0.693147181,0.333333333,40,0,1,NA,3,0.02,4.912023005,NA,NA,NA,NA,NA,NA
131,Anura,Amphibia,Arthroleptina,Arthroleptis adelphus,NA,NA,NA,33.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
132,Anura,Amphibia,Arthroleptina,Arthroleptis adolfifriederici,NA,NA,NA,42,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
133,Anura,Amphibia,Arthroleptina,Arthroleptis affinis,NA,NA,NA,45,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
134,Anura,Amphibia,Arthroleptina,Arthroleptis aureoli,NA,NA,NA,24.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
135,Anura,Amphibia,Arthroleptina,Arthroleptis bioko,NA,NA,NA,32.7,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
136,Anura,Amphibia,Arthroleptina,Arthroleptis bivittatus,NA,NA,NA,28.3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
137,Anura,Amphibia,Arthroleptina,Arthroleptis brevipes,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
138,Anura,Amphibia,Arthroleptina,Arthroleptis carquejai,NA,NA,NA,28,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
139,Anura,Amphibia,Arthroleptina,Arthroleptis crusculum,NA,NA,NA,20,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
140,Anura,Amphibia,Arthroleptina,Arthroleptis fichika,NA,NA,NA,15,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
141,Anura,Amphibia,Arthroleptina,Arthroleptis francei,NA,NA,NA,49,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
142,Anura,Amphibia,Arthroleptina,Arthroleptis hematogaster,NA,NA,NA,15.6,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
143,Anura,Amphibia,Arthroleptina,Arthroleptis kidogo,NA,NA,NA,15,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
144,Anura,Amphibia,Arthroleptina,Arthroleptis krokosua,NA,NA,NA,43.4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
145,Anura,Amphibia,Arthroleptina,Arthroleptis lameerei,NA,NA,NA,23,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
146,Anura,Amphibia,Arthroleptina,Arthroleptis langeri,NA,NA,NA,19.3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
147,Anura,Amphibia,Arthroleptina,Arthroleptis loveridgei,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
148,Anura,Amphibia,Arthroleptina,Arthroleptis mossoensis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
149,Anura,Amphibia,Arthroleptina,Arthroleptis nguruensis,NA,NA,NA,58,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
150,Anura,Amphibia,Arthroleptina,Arthroleptis nikeae,NA,NA,NA,56,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
151,Anura,Amphibia,Arthroleptina,Arthroleptis nimbaensis,NA,NA,NA,21.2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
152,Anura,Amphibia,Arthroleptina,Arthroleptis nlonakoensis,NA,NA,NA,22.2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
153,Anura,Amphibia,Arthroleptina,Arthroleptis palava,NA,NA,NA,29,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
154,Anura,Amphibia,Arthroleptina,Arthroleptis perreti,NA,NA,NA,44.7,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
155,Anura,Amphibia,Arthroleptina,Arthroleptis phrynoides,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
156,Anura,Amphibia,Arthroleptina,Arthroleptis poecilonotus,0.35,-1.049822124,0.740740741,33.4,1,1,2.9,0.3,0.025,4.688879454,1,2.69,NA,0.013091355,0.5,0.000654568
157,Anura,Amphibia,Arthroleptina,Arthroleptis pyrrhoscelis,NA,NA,NA,23.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
158,Anura,Amphibia,Arthroleptina,Arthroleptis reichei,NA,NA,NA,34,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
159,Anura,Amphibia,Arthroleptina,Arthroleptis schubotzi,NA,NA,NA,21,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
160,Anura,Amphibia,Arthroleptina,Arthroleptis spinalis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
161,Anura,Amphibia,Arthroleptina,Arthroleptis stenodactylus,NA,NA,NA,45,1,1,2,NA,NA,NA,1,NA,NA,0.004828532,NA,8.78E-05
162,Anura,Amphibia,Arthroleptina,Arthroleptis stridens,NA,NA,NA,19,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
163,Anura,Amphibia,Arthroleptina,Arthroleptis sylvaticus,NA,NA,NA,21.5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
164,Anura,Amphibia,Arthroleptina,Arthroleptis taeniatus,NA,NA,NA,24.6,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
165,Anura,Amphibia,Arthroleptina,Arthroleptis tanneri,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
166,Anura,Amphibia,Arthroleptina,Arthroleptis troglodytes,NA,NA,NA,25,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
167,Anura,Amphibia,Arthroleptina,Arthroleptis tuberosus,NA,NA,NA,28.2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
168,Anura,Amphibia,Arthroleptina,Arthroleptis variabilis,NA,NA,NA,37.8,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
169,Anura,Amphibia,Arthroleptina,Arthroleptis vercammeni,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
170,Anura,Amphibia,Arthroleptina,Arthroleptis wahlbergii,NA,NA,NA,34.6,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
171,Anura,Amphibia,Arthroleptina,Arthroleptis xenochirus,NA,NA,NA,24,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
172,Anura,Amphibia,Arthroleptina,Arthroleptis xenodactyloides,NA,NA,NA,23.8,1,1,4,0.5,NA,NA,1,NA,NA,0.10206752,NA,0.004747327
173,Anura,Amphibia,Arthroleptina,Arthroleptis xenodactylus,NA,NA,NA,21.1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
174,Anura,Amphibia,Arthroleptina,Arthroleptis zimmeri,NA,NA,NA,19.2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
175,Anura,Amphibia,Arthroleptina,Astylosternus batesi,NA,NA,NA,70,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
176,Anura,Amphibia,Arthroleptina,Astylosternus diadematus,NA,NA,NA,52,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
177,Anura,Amphibia,Arthroleptina,Astylosternus fallax,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
178,Anura,Amphibia,Arthroleptina,Astylosternus laurenti,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
